text,category
I was unable to transfer money from my account.,Usage Issue
Why hasn't my transfer gone through,Usage Issue
I really need some help to understand why my transfer keeps failing. I'm trying to send money to a friend. Please help.,Usage Issue
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,Usage Issue
"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",Usage Issue
"Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance.",Usage Issue
Why did my transfer not work?,Usage Issue
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",Usage Issue
I've been trying to do a transfer multiple times and have failed? Is the system down?,Usage Issue
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,Usage Issue
My transfer failed when I tried.,Usage Issue
Can you explain why my transfer was unsuccessful?,Usage Issue
Why did my transfer fail?  What can I do?,Usage Issue
My transfer failed.  Help!,Usage Issue
My transfer failed to process correctly. Is there a reason this would happen?,Usage Issue
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,Usage Issue
I tried to make a transfer and it didn't work.,Usage Issue
please help my transfer go through,Usage Issue
My transfer didn't work! Help!,Usage Issue
What could possibly be the cause of my failed transfer?,Usage Issue
Is there a reason behind why my transfer did not work?,Usage Issue
Why won't my transfer go through?,Usage Issue
Why can't I make a transfer?,Usage Issue
"I got a transfer fail message, but no explanation of why-- what happened?",Usage Issue
Why did the transfer fail when I attempted to do it earlier?,Usage Issue
"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",Usage Issue
"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",Usage Issue
Can you tell my why my funds transfer did not work properly?,Usage Issue
Why didn't my transfer work?,Usage Issue
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",Usage Issue
Why can I not make a transfer?,Usage Issue
"My transfer failed, why did that happen?",Usage Issue
The app says my transfer failed,Usage Issue
Is there a reason my transfer failed?,Usage Issue
Why was my transaction not approved?,Usage Issue
I attemped a transfer and it didn't go through.,Usage Issue
is the a reason why my transfer has failed?,Usage Issue
The transfer I tried to make failed.,Usage Issue
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,Usage Issue
"Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there.",Usage Issue
"Hello, I am buying a flat and need the inital payment for the mortgage to go through. It keeps showing up as error, what is going on? Can you please help me make this transfer?",Usage Issue
Why can't I complete my transfer?,Usage Issue
"My card couldn't complete a transfer, why?",Usage Issue
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",Usage Issue
"Errors keep showing up every time I try to make this transfer and I am on a time crunch,  could you please help.",Usage Issue
Why do my transfers keep failing?,Usage Issue
Why didn't this transfer work?,Usage Issue
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",Usage Issue
"My transfer did not work, what was the reason?",Usage Issue
What do I need to do to correct this failed transfer?,Usage Issue
I tried to do a transfer and it hasn't worked!,Usage Issue
What went wrong when I tried to do my transfer?,Usage Issue
Why does it say my transfer failed?,Usage Issue
I don't think my transfer wen through. Why?,Usage Issue
How can I find out why my transfer didn't go through?,Usage Issue
"I needed to send my friends some money urgently.  I tried multiple times to transfer the money this morning, but the transfer keeps failing.  Can you tell me why the transfer is getting rejected?",Usage Issue
I tried to make a transfer and it failed.,Usage Issue
"After I attempted a transfer, it failed.",Usage Issue
I couldnt transfer money from my account.,Usage Issue
"What stopped my transfer, from being accepted?",Usage Issue
I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is your system down at this time?,Usage Issue
What caused my transfer to fail?,Usage Issue
My transfer failed,Usage Issue
"I tried to make a transfer, but it didn't work.",Usage Issue
How is this transfer supposed to work? It's not working for me.,Usage Issue
"This morning, I tried to send money to my friends several times but each time the transfer fails.  Why does it keep failing?  The transfer gets rejected but I do not know what is causing it to be rejected.",Usage Issue
I'm trying to purchase a flat but i need my first payment for my mortgage to go through first. I keep getting an error. I'm not sure what is going on but i need help making this transfer.,Usage Issue
"My transfer failed, why?",Usage Issue
My transfer is failing when I try to do it.,Usage Issue
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,Usage Issue
What may be the reason that my transfer did not go through?,Usage Issue
I tried to transfer money but it didn't go through,Usage Issue
My transfer didn't complete. Why can't I access funds?,Usage Issue
Been trying to transfer money this morning but keep getting rejected. I don't understand why this is happening.,Usage Issue
"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?",Usage Issue
My transfer didn't work how come?,Usage Issue
Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,Usage Issue
I think my transfer failed. What do I do now?,Usage Issue
"I attempted a transfer, but it failed.",Usage Issue
I couldn't make a transfer,Usage Issue
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,Usage Issue
"The transfer keeps rejected, I tried to transfer some money to friends but it keeps getting rejected for some reason, Would you please check the issue?",Usage Issue
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,Usage Issue
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,Usage Issue
Why was I not able to complete my transfer?,Usage Issue
"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",Usage Issue
Why was my transaction declined?,Usage Issue
Why wouldn't a transfer go through?,Usage Issue
Can you please tell me why my transfer failed?,Usage Issue
I did a transfer earlier but see that it failed to go through.,Usage Issue
Why has my payment not transferred?,Usage Issue
I tried to do a transfer but it didn't go through.,Usage Issue
The attempted transfer failed.,Usage Issue
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,Usage Issue
Why does my transfer keep failing? I've tried 5 times and they all failed.,Usage Issue
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,Usage Issue
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",Usage Issue
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,Usage Issue
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,Usage Issue
Why was I unable to complete my transfer?,Usage Issue
"Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only Â£200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please?",Usage Issue
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,Usage Issue
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,Usage Issue
Can you please explain why my transfer failed?,Usage Issue
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,Usage Issue
I am trying to transfer money and something is going wrong.,Usage Issue
I am unsuccessfully trying to make a transfer can you help?,Usage Issue
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",Usage Issue
Why did the bank reject my transfer?,Usage Issue
"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",Usage Issue
I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me?,Usage Issue
The transger I tried to make failed.,Usage Issue
"When I tried to transfer funds to my friend today I was unable to do so, why?",Usage Issue
"I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand.",Usage Issue
why do i have a failed transfer,Usage Issue
I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,Usage Issue
"When I attempted to make a transfer, it failed.",Usage Issue
Why can't my transfer complete?,Usage Issue
Why can't I complete the transfer?,Usage Issue
I want to transfer money. How do I do that for my account?,Account Enquiry
How do I transfer money into my account?,Account Enquiry
How can I link my bank to my top up account?,Account Enquiry
I have an account that is empty of funds. Can I transfer some from another bank?,Account Enquiry
HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?,Account Enquiry
Whats the transfer process,Account Enquiry
How can you assist me on topping up on bank transfers to my account?,Account Enquiry
Can I add money to my account via bank transfer?,Account Enquiry
I want to op up my account by using bank transfer. How do I go about it?,Account Enquiry
I have questions about how to transfer money to my account.,Account Enquiry
I need to add money to my account. Can I do so via bank transfer?,Account Enquiry
Can I use my bank account to send me more money?,Account Enquiry
I can't figure out how to transfer money into my account.,Account Enquiry
Can you please explain how to transfer money using the bank transfer process?,Account Enquiry
How simple is it to transfer money into my account?,Account Enquiry
How can my account have money transferred into it?,Account Enquiry
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",Account Enquiry
How do I use bank transfer to top up my account?,Account Enquiry
How do I top up?,Account Enquiry
Why can I not transfer money into my account?,Account Enquiry
How can I move money from an account at another bank to this one?,Account Enquiry
What process should I use to transfer money into my account?,Account Enquiry
"I want to transfer money into my account, what do I do?",Account Enquiry
I need to deposit money to my account,Account Enquiry
Can you transfer money to your card by bank transfer?,Account Enquiry
What do you do to transfer money to my account?,Account Enquiry
How can I move money from my account at a different bank to the account I have at this bank.,Account Enquiry
Please provide details on how to top up my account using transfer option,Account Enquiry
Where can I find out how to transfer money into my account.,Account Enquiry
How does it work when I transfer money into my account?,Account Enquiry
I need assistance with transferring funds to another account.,Account Enquiry
How can I add money to my account from another account I have?,Account Enquiry
I have money in a foreign account that I want to send to this account.,Account Enquiry
How can I transfer money into my account?,Account Enquiry
I need to move money from another bank to this account.,Account Enquiry
I need to transfer money into this account from my other bank account.,Account Enquiry
How do I go forth with bank transfers for top up accounts?,Account Enquiry
"I have an account at another bank, but I want to transfer some of the money to my account here.
.",Account Enquiry
"I want to do a bank transfer to this bank, from an account at another bank.",Account Enquiry
What are my bank details so I can do a transfer?,Account Enquiry
How would I use a bank transfer for topping my account?,Account Enquiry
I would like to know how to transfer money into my account.,Account Enquiry
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,Account Enquiry
How does a bank transfer for topping my account work?,Account Enquiry
I'd like to know how transferring my money into my account works.,Account Enquiry
How is my money transferred to the account,Account Enquiry
How do I top up my account with a bank transfer?,Account Enquiry
I need to transfer money to my account from another bank,Account Enquiry
I would like to transfer money into my account.,Account Enquiry
I would like to transfer money from my checking account to my savings account.,Account Enquiry
I want to transfer money into my account,Account Enquiry
What transfer methods do you accept?,Account Enquiry
"I need to transfer money into my account, and I don't know how to do that.",Account Enquiry
"I need to transfer money into my account, HOW?",Account Enquiry
Can I transfer money to my card via bank-transfer?,Account Enquiry
How can I transfer some money into a foreign account?,Account Enquiry
I need to know the process to transfer money into my account.,Account Enquiry
Can I add money to top up my account via a bank transfer?,Account Enquiry
What currencies can I use to top up my account?,Account Enquiry
How do I top up my account using transfer?,Account Enquiry
Account topping up bank transfers to my account assistance please?,Account Enquiry
I want to take some funds from my other bank account and add them to this one.,Account Enquiry
I need more money in my account. Can I add more by transferring?,Account Enquiry
How do I go about transferring money into my bank account?,Account Enquiry
How do I go forth on transferring a sum of money from one account to another?,Account Enquiry
How do I initiated a bank transfer to top up?,Account Enquiry
How can I transfer money between accounts?,Account Enquiry
Whats the process of tranfering money into an account?,Account Enquiry
"I would like to top up my account with a bank transfer, is that allowed?",Account Enquiry
How can I deposit money to my account?,Account Enquiry
I have zero dollars in my account. Can I submit additional funds via bank transfer?,Account Enquiry
What are the steps for  making a transfer for topping up?,Account Enquiry
"For my account, how do I transfer money in?",Account Enquiry
How do I transfer money between two of my accounts?,Account Enquiry
What is the procedure to transfer money to my account?,Account Enquiry
Is a bank transfer acceptable for topping up my account?,Account Enquiry
I have no more money in my account.  Is there a way to do a bank transfer to put money into my account?,Account Enquiry
I need to transfer funds from my other bank account into this bank account.,Account Enquiry
I want to transfer a sum of money from another bank account I have into this one,Account Enquiry
Can I transfer money to my account with the app?,Account Enquiry
Can you tell me how transferring money into my account works?,Account Enquiry
Help! My account doesn't show any funds. Is transferring funds an option I can use?,Account Enquiry
How do I transfer cash my into my account?,Account Enquiry
How can I top up my account by bank transfer?,Account Enquiry
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,Account Enquiry
My money is all gone. What ways are okay to add money to my account?,Account Enquiry
I need to move money from one of my other accounts to this one.,Account Enquiry
What is the process for transferring money into my account?,Account Enquiry
Tell me how to top up my account using bank transfer.,Account Enquiry
Can I top-up my card using a bank transfer.,Account Enquiry
Can I use a bank transfer to add money to my account?,Account Enquiry
"I want to top up by transfering accounts, What do I do?",Account Enquiry
show me how to transfer to my account,Account Enquiry
How does your app transfer the money,Account Enquiry
How do I deposit through bank transfer?,Account Enquiry
My account is depleted. Can I transfer funds from another bank?,Account Enquiry
Can you please explain the topping up transfer process?,Account Enquiry
What can I expect if I use bank transfer to top up my account?,Account Enquiry
I want to transfer some money from my other bank account into this one.,Account Enquiry
I want to transfer money from another account into this one.,Account Enquiry
I would like to move money from one account to another to top off my account. Can you explain how I can do that?,Account Enquiry
Can I withdraw money from another bank and transfer it into my empty account?,Account Enquiry
How can I go about transferring money to my account?,Account Enquiry
How can I transfer money to this account from another bank?,Account Enquiry
can i transfer money i the app,Account Enquiry
How do I transfer money from one bank account to another?,Account Enquiry
What steps are taken to transfer money into my account?,Account Enquiry
I am out of money in my account and I was wondering if I could do a bank transfer is put more in it?,Account Enquiry
Can you please explain how bank transfers work?,Account Enquiry
Can you help me transfer funds from another bank account to this account?,Account Enquiry
I am looking to transfer some money from my other bank account into this one.,Account Enquiry
where do i go to transfer money from one account to this one,Account Enquiry
I need money put into this account from another one.,Account Enquiry
The wrong exchange rate was applied to me while pulling out cash.,Usage Issue
I got less cash because of the exchange rate.,Usage Issue
Why is the fee for taking money out so high?  I feel I was overcharged and I would have never used this ATM if I would have known ahead of time.,Usage Issue
I believe a wrong exchange rate was applied towards a cash transaction I made abroad.,Usage Issue
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",Usage Issue
"I tried using a foreign currency at an ATM, but the ATM provided me an incorrect rate. Why is that?",Usage Issue
"Over the holiday I withdrew cash from the ATM and it seems that I was severely overcharged. Had I known that I would be charged those fees, I would not have used the ATM!",Usage Issue
I think when I withdrew money when out of country the exchange rate was wrong.,Usage Issue
Why did my exchange rate change?,Usage Issue
"Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn.",Usage Issue
Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?,Usage Issue
"I have made a withdraw from an ATM this last holiday, why is there such a high charge from this transaction?",Usage Issue
The exchange rate is incorrect for my cash withdrawal transaction.,Usage Issue
I think the exchange rate for my for my cash withdrawal is wrong,Usage Issue
"When I got cash, the exchange rate applied was wrong.",Usage Issue
"While abroad, I got cash, and the exchange rate applied is wrong.",Usage Issue
I think I was charged a different exchange rate than what was posted at the time.,Usage Issue
Foreign currency rates were put in wrong at an ATM i used.,Usage Issue
"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand.",Usage Issue
The exchange rate for my withdrawal was wrong.,Usage Issue
"Hi, I have withdrawn cash from the ATM on holiday and i guess withdrawal amount has been overcharged. I did it as i was not aware of these charges.",Usage Issue
I withdrew  money from the ATM and was overcharged.  It said nothing about an extra fee.,Usage Issue
I think the exchange rate was incorrect.,Usage Issue
The exchange rate for the money I took out in a foreign country is wrong.,Usage Issue
When I made a cash transfer abroad the wrong exchange rate was applied,Usage Issue
what are weekend rates for getting cash,Usage Issue
I believe I got a wrong exchange rate when I got cash.,Usage Issue
The exchange rate was messed up from the ATM,Usage Issue
"Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this?",Usage Issue
"After I got my cash, I found out my exchange rate was wrong.",Usage Issue
Can you check the exchange rate on a cash transaction I did overseas,Usage Issue
"I was abroad and needed some cash, but I think the wrong exchange rate was applied to the transaction.",Usage Issue
Why did you give me so little currency?,Usage Issue
"I traded some of my money from my native country into an ATM to exchange for foreign currency, and the money I received was a different equating amount!",Usage Issue
what are the exchange rates for getting cash,Usage Issue
Someone may have made an error in figuring out the rate of exchange.  I should have received more cash than I did on my most recent withdrawal.,Usage Issue
Is there extra fees for making a withdraw in a different country at a cash machine.,Usage Issue
I had trouble with an incorrect rate being applied when using the ATM with foreign currency.,Usage Issue
I didnt get the correct exchange rate for getting cash,Usage Issue
Do you offer free ATM withdrawals of ones hometown currency while on holiday?,Usage Issue
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,Usage Issue
I used the ATM to get money out and did not realize I would be charged as much as I was or I would not have done that!,Usage Issue
I didn't get the right amount of  cash because of the exchange rate.,Usage Issue
"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",Usage Issue
Using international ATMs messes up the exchange rate.,Usage Issue
You've incorrectly calculated the exchange rate for my cash withdrawal,Usage Issue
I was needing you to see if the exchange rate is correct from when i got cash,Usage Issue
I did not get the right exchange rate while getting my cash out.,Usage Issue
Why is the exchange rate different than expected on my transaction?,Usage Issue
I think the bank made a mistake on the exchange rates,Usage Issue
Is there a fee associated with using foreign exchange ATMs?,Usage Issue
When I exchanged currencies the value of my money changed.,Usage Issue
Can i get money back in my home currency at  ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,Usage Issue
The wrong exchange rate applied to my cash withdrawal.,Usage Issue
I don't think the exchange rate was right.,Usage Issue
I exchanged cash when traveling and the rate was incorrect.,Usage Issue
what is the exchange rate when i get cash,Usage Issue
I noticed my exchange rate was incorrect when I got cash.,Usage Issue
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,Usage Issue
Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?,Usage Issue
"This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.",Usage Issue
My exchange rate is wrong when I get cash.,Usage Issue
Why did I only receive this much currency?,Usage Issue
When I got cash the exchange rate was wrong,Usage Issue
An overseas cash transfer did not work correctly,Usage Issue
I didn't receive the correct amount of cash when I exchanged it overseas.,Usage Issue
"I needed some cash while abroad, and I'm pretty sure the wrong exchange rate was applied.",Usage Issue
I believe that the rate of exchange for my cash withdrawl is incorrect.,Usage Issue
what is the correct exchange rate for getting cash,Usage Issue
I'm unhappy with the exchange rate your cash transactions.,Usage Issue
I think that the exchange rate for the withdrawal of my cash is not right.,Usage Issue
The cash withdrawal I took seems to be off. The exchange rate is wrong.,Usage Issue
I got cash abroad and the exchange rate applied is wrong,Usage Issue
I wasn't applied the correct exchange rate when getting cash,Usage Issue
"I need an accurate exchange rate, when I make my withdrawals.",Usage Issue
Can I withdraw money in my hometown currency while on holiday without any additional fees?,Usage Issue
Why is the exchange rate wrong for my cash withdrawal?,Usage Issue
I noticed the exchange rate for cash withdrawal isn't right.,Usage Issue
what is going on with my cash withdrawal? the exchange rate is wrong,Usage Issue
When I was abroad the exchange rate for me was wrong.,Usage Issue
What on earth is up with the exchange rate! This should have been a much higher amount of cash,Usage Issue
Can the exchange rate change while I am in the process of making a withdrawal?,Usage Issue
The exchange rate was wrong?,Usage Issue
how come when i got cash the exchange rate was different than it should be,Usage Issue
My rate is not right when I used my card in a different country's money.,Usage Issue
How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees.,Usage Issue
I got cash abroad and need to check the exchange rate,Usage Issue
Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?,Usage Issue
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,Usage Issue
The amount of cash I requested to withdrawal did not match what I received when exchanged,Usage Issue
I did not have the right exchange rate applied to my situation of pulling out cash,Usage Issue
The exchange rate was different when I got cash,Usage Issue
how come my withdrawal rate is wrong for my cash withdrawal,Usage Issue
I had the wrong exchange rate applied to some cash I got abroad.,Usage Issue
I believe my exchange rate is incorrect,Usage Issue
I found the exchange rate for my cash withdrawal is wrong,Usage Issue
The cash abroad exchange rate is applied wrong.,Usage Issue
The ATM I used for foreign currency provided the wrong exchange rate.,Usage Issue
what is the exchange rate for foreign ATMs,Usage Issue
The exchange rate for me was wrong when I was abroad.,Usage Issue
"Help me!  When I was abroad, the exchange rate was wrong.",Usage Issue
My cash withdrawl has the wrong rate of exchange.,Usage Issue
"While abroad I got cash, and a wrong exchange rate was applied.",Usage Issue
I got money overseas and the exchange rate was wrong,Usage Issue
the exchange rate I got for cash was wrong,Usage Issue
The exchange rate for case abroad is applied wrong.,Usage Issue
"When I received my money, it was not in the correct amount. The exchange rate was not what it should have been.",Usage Issue
I tried withdrawing money in another country and the exchange rate was wrong.,Usage Issue
I withdrew some cash and the exchange rate seems to be wrong.,Usage Issue
I withdraw money abroad but I didn't get the right amount.,Usage Issue
The applied exchange rate is wrong for the cash I got abroad.,Usage Issue
I am reluctant to use ATMs international because I don't get an accurate exchange rate,Usage Issue
I didn't receive the correct exchange rate when I got cash.,Usage Issue
How did you arrive at the rate of exchange? I thought that I would get more cash.,Usage Issue
I think the exchange rate for the cash I withdrew was wrong.,Usage Issue
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,Usage Issue
When I received my cash; they had my exchange rate incorrect.,Usage Issue
I was given the wrong exchange rate when getting cash,Usage Issue
I thought I was going to receive more currency?,Usage Issue
While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it.,Usage Issue
What is wrong with the exchange rate? This should have been a much higher amount of cash for that to apply.,Usage Issue
"When I got cash, my exchange rate was off.",Usage Issue
Please tell me how the exchange rate is determined. I was expecting more money for the transaction.,Usage Issue
the exchange rate was different than expected,Usage Issue
I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,Usage Issue
what are the exchange rates for foreign currency ATMs,Usage Issue
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,Usage Issue
"When I received my cash, the exchange rate was wrong.",Usage Issue
"I was using foreign currency at an ATM, but the rate was typed in wrong.",Usage Issue
"On my last trip, I received the incorrect exchange rate.",Usage Issue
the exchange rate for my withdrawal is wrong,Usage Issue
The exchange rate applied was incorrect when I was traveling outside the country.,Usage Issue
Whats wrong with my currency exchange?,Usage Issue
Can you please check the exchange rate when I was getting cash?,Usage Issue
The exchange rate for my cash withdrawal was incorrect,Usage Issue
The wrong exchange rate was used for my cash withdrawal,Usage Issue
I'm looking for a machine of yours that will provide me cash from my home country. I went on holiday and don't have any cash on me. Will your machine charge me extra to do this?,Usage Issue
I withdrew cash and I think the exchange rate is wrong.,Usage Issue
How do you figure out the exchange rate? Can you explain why I got less money than expected?,Usage Issue
I got cash and the exchange rate should have been different than it ended up being.,Usage Issue
Rates were applied wrong while using foreign currency at an ATM.,Usage Issue
I was charged an incorrect exchange rate for a withdrawal.,Usage Issue
"My ATM transaction shorted me on cash, and I think the exchange rate was wrong. Did I receive the correct rate?",Usage Issue
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",Usage Issue
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,Usage Issue
When I got cash I believe that the exchange rate was wrong,Usage Issue
The rate applied to my foreign currency at an ATM was incorrect.,Usage Issue
I tried to use the ATM with foreign currency. The conversion rate applied was wrong.,Usage Issue
I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?,Usage Issue
I made an ATM withdrawal over the holiday and then later realized I was charged an exorbitant fee!  I never would've made this withdrawal if I'd known I'd be charged so much.,Usage Issue
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,Usage Issue
I got some cash out of the ATM over the holiday and it seems that I've been grossly overcharged. I wouldn't have done that if I knew of these outrageous charges!,Usage Issue
The exchange rate was wrong in the foreign country I got cash in.,Usage Issue
The exchange rate for foreign ATM currency is wrong.,Usage Issue
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",Usage Issue
I think the exchange rate for the cash I withdrew wasn't correct.,Usage Issue
The rate of exchange for my cash withdrawal is wrong.,Usage Issue
"I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy?",Usage Issue
you got the exchange rate wrong for my cash withdrawal,Usage Issue
I withdrew cash abroad and the exchange rate applied is wrong.,Usage Issue
You applied the wrong exchange rate while I was traveling outside the country.,Usage Issue
Why was my cash withdrawal given the wrong exchange rate?,Usage Issue
I think the exchange rate is wrong for my ATM withdrawal,Usage Issue
I think my top-up has failed.,Usage Issue
Top-up is not working,Usage Issue
My top up is not working,Usage Issue
"My top-up hasn't gone through, what happened?",Usage Issue
My top-up was rejected by an app.,Usage Issue
For what reason did my top-up fail?,Usage Issue
I can't add any more money.,Usage Issue
Why won't my top up work,Usage Issue
I topped up but the app denied it,Usage Issue
My money I added isn't on my card.,Usage Issue
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",Usage Issue
My credit card was declined for top-up. Can you see if there is enough funds in my account?,Usage Issue
Why did my credit card get declined for top up?,Usage Issue
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",Usage Issue
"I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong?",Usage Issue
Seems like my top-up has failed,Usage Issue
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,Usage Issue
"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",Usage Issue
I believe my top up has failed,Usage Issue
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,Usage Issue
My credit card for was not approved for a top-up transaction.  What happened?,Usage Issue
Why isn't my topup working?,Usage Issue
My credit card did not go through. Can you see if it has insufficient funds?,Usage Issue
Can I tell if my top off didn't work?  It doesn't seem to have.,Usage Issue
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",Usage Issue
My top up is giving me problems. What is wrong with it?,Usage Issue
I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?,Usage Issue
Looks like my top up failed.,Usage Issue
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,Usage Issue
The top-up I ordered didn't process.,Usage Issue
I don't think that my top-up worked.,Usage Issue
Tell me why my topup wouldn't go through?,Usage Issue
"I did a bank transfer to top up, but the money is not available.",Usage Issue
What reasons would a topup fail?,Usage Issue
"I tried topping up my account but it failed, can you help me?",Usage Issue
Why has my top up failed?,Usage Issue
"So my top-up failed, could you tell me why?",Usage Issue
Why has my top-up failed?,Usage Issue
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,Usage Issue
